101314,1
107299,0
107950,0
151952,1
155431,0
158098,0
159715,0
165091,0
165609,1
167961,0
174016,0
181814,0
189864,0
190221,1
198271,0
199237,1
201680,0
204711,0
206125,0
210605,0
210892,0
212019,0
213923,0
215337,0
220265,0
222330,0
223583,0
224549,0
226614,0
227062,0
227867,0
228028,0
229932,0
231542,0
232508,0
232795,0
234860,0
235021,0
235826,0
236274,0
239305,0
239592,0
240754,0
242168,0
244233,0
245486,0
247551,1
248517,1
250127,0
253445,0
254698,1
255510,0
256763,0
257729,1
258177,1
261404,0
261691,0
262657,0
264722,0
265170,0
265975,0
266136,1
267389,0
268201,1
269454,0
270616,0
271064,0
271869,0
273934,0
274382,0
275348,1
277413,0
278666,0
280276,0
282341,0
283307,0
283594,0
286625,0
287073,1
287878,0
288039,1
289943,0
290300,0
291553,0
292519,0
294871,0
295032,0
295837,0
296285,0
297902,1
298350,0
299316,0
302725,0
303173,1
303978,0
304139,0
306204,0
306491,0
307457,0
309522,0
310971,0
311132,0
311937,1
312385,0
314450,1
315416,0
316669,0
319182,0
319987,0
320344,0
321597,1
323662,0
324628,0
325076,1
326980,0
327141,0
327946,0
328107,0
328394,1
331621,0
332874,0
333035,0
334288,0
335100,0
335905,0
336353,0
337319,0
339671,0
340833,0
341281,0
342247,0
344312,0
345565,0
347630,1
348883,0
349044,0
349849,0
350206,0
350493,0
351459,0
353524,0
354777,0
356842,0
357003,0
357290,0
357808,0
358256,1
361770,0
362736,0
363184,0
363989,0
364801,0
366215,0
367468,0
369533,0
370982,0
371143,0
371948,1
372109,1
372396,0
374461,0
375427,0
378745,0
379193,1
379998,1
380355,0
382420,0
383673,0
384639,0
385087,0
386704,0
386991,1
387152,1
387957,0
388118,0
391632,0
392080,0
392885,0
393046,0
394299,0
394950,1
395111,0
395916,1
396364,1
399682,1
400739,1
401187,1
402804,1
403252,1
404218,1
406570,1
407536,1
408789,1
409601,1
410399,1
411211,1
412464,1
415782,1
416748,1
417196,1
418813,1
46352,1
52246,1
54311,0
60492,0
63523,0
67807,0
72735,0
73183,1
77467,1
82395,0
85426,1
88744,1
89997,1
90354,0
96703,1
97956,0
100351,1
105083,1
138263,0
152116,0
159718,1
164646,0
168125,1
174019,0
180851,1
181817,0
182265,0
184330,0
186549,1
190224,0
191477,1
196860,0
201683,0
208480,0
210608,0
213121,0
217692,0
222333,0
223586,0
225651,0
226617,0
227065,0
229130,1
229935,0
231545,0
232798,0
233610,0
234863,1
235024,0
235829,1
236277,0
238342,0
239308,0
239595,0
240757,0
242822,0
243270,0
244236,0
245489,0
246301,0
247554,0
252482,0
253448,0
255513,1
256766,0
258831,0
260441,0
261407,0
261694,0
264725,1
265173,0
265978,0
266139,0
268204,0
268491,0
269457,1
270619,0
271067,0
272971,0
273132,0
273937,0
274385,0
276450,1
277416,0
278669,0
280279,1
280930,0
282344,0
283597,0
285662,0
286628,1
287076,0
288980,1
289141,0
289946,0
290303,0
290590,0
291556,0
293621,1
294874,1
295035,1
296288,0
297100,0
297905,0
298353,0
299319,1
301762,1
302728,1
303176,0
305241,0
306207,0
306494,1
309525,1
310974,0
311135,0
312388,0
313200,1
314453,0
315419,0
317771,1
318737,0
319185,0
320347,0
322412,0
323665,0
325079,0
325730,0
326983,1
327144,0
327949,1
328397,0
331624,1
332072,0
332877,0
333038,1
334942,1
335103,0
335390,1
335908,0
336356,1
338421,0
339674,0
340031,0
340836,0
341284,1
342901,0
344315,0
345568,0
347633,0
348081,0
348886,0
349047,1
350209,0
350496,0
35078,1
352561,0
353527,0
356040,0
356845,0
357006,1
357293,0
358259,0
358910,1
360520,0
361773,1
362739,0
363187,0
364804,1
365252,1
366218,0
368570,0
369536,0
36982,1
370180,0
370985,0
371146,0
372399,1
373211,0
374464,0
377782,0
378748,0
379196,0
380358,0
382423,0
383676,0
385741,1
386707,1
386994,1
387155,0
389220,0
391635,0
392083,1
392888,0
393049,0
393700,0
394953,1
395114,0
395919,1
396367,0
398432,1
399685,0
401841,1
402002,1
402807,1
403255,1
405320,1
406573,1
407539,1
409604,1
409891,1
411214,1
412467,1
414532,1
415785,1
417199,1
417850,1
418011,1
418816,1
42071,1
45102,0
60208,1
60495,0
64779,0
79535,0
83210,0
85429,1
87781,0
89195,0
90357,1
96993,1
106194,1
131324,1
156545,0
162439,0
168270,0
173716,1
174164,0
178448,1
194653,0
198132,0
201541,0
202794,0
205020,0
205825,0
209591,0
210753,0
211719,1
214232,0
215485,0
217550,0
219769,0
220126,1
221379,0
223444,0
224697,0
226762,0
227728,1
228176,0
231403,0
231690,1
232656,1
234721,0
235974,0
236135,0
237388,0
238200,0
239453,1
240615,0
241063,0
241868,0
242029,1
243933,0
244381,0
245347,0
247412,0
248665,0
250275,0
252340,0
253306,0
253593,0
254559,0
256624,0
257072,0
257877,1
258038,1
259942,0
261552,0
262518,0
264870,1
265031,0
265836,0
266284,1
267901,1
269315,0
270764,0
272178,1
274243,1
275209,1
275496,1
277561,1
278527,0
280137,0
282202,0
283455,0
285520,1
286773,0
287739,0
288187,0
289804,0
291414,0
292667,0
294732,0
295180,1
295985,0
296146,0
297399,0
298211,0
299464,0
301620,0
302873,0
303034,1
303839,1
304287,1
305904,1
306352,0
307318,0
309670,0
310832,0
311280,0
312246,1
313499,1
314311,0
315564,0
318882,1
319043,1
319848,0
320205,1
320492,0
321458,0
323523,1
324776,0
326841,0
327002,0
327807,1
328255,0
332735,1
333183,0
333988,0
334149,0
334800,1
336214,1
337467,0
339532,1
340981,0
341142,0
341947,0
342108,0
342395,0
344460,0
345426,0
346679,0
348744,0
349192,1
349997,0
350354,0
353672,0
354638,0
355086,0
356703,1
356990,0
357151,0
357956,0
358117,0
361631,0
362884,0
363045,0
364298,1
365110,0
365915,0
366363,1
367329,0
369681,0
370843,0
371004,0
371291,0
371809,0
372257,0
374322,0
375575,0
377640,1
378606,0
378893,0
379054,0
379859,1
380216,0
381469,0
383534,0
384787,0
386852,0
387013,1
387818,0
388266,0
391780,0
392746,0
393194,1
393999,1
394811,0
396225,1
397478,1
399543,1
400082,1
400887,1
401048,1
402952,1
403113,1
403918,1
404366,1
406431,1
407684,1
409098,1
410911,1
412325,1
413578,1
415643,1
416091,1
416609,1
416896,1
417057,1
42734,1
47466,1
52394,0
58743,1
59996,1
64637,1
69369,1
72883,0
75914,0
81290,0
81808,1
90215,0
93533,0
98265,1
100219,0
114814,1
11629,1
127792,1
137165,0
159068,0
167027,0
171507,1
174020,0
175273,1
180719,1
183232,0
184485,0
188769,0
193697,0
197176,0
207382,0
211862,1
216307,0
221235,0
222488,0
223300,1
224553,0
225519,0
227871,0
228032,0
228837,0
229285,0
230447,0
232512,0
233765,0
235179,0
235830,0
237244,0
238497,0
241724,0
242172,0
242977,0
243138,1
245203,0
245490,0
246456,0
248521,0
249774,0
250131,0
250936,0
251384,0
254415,0
255668,0
257733,0
258181,0
258986,1
259147,0
260309,0
260596,0
262661,1
263627,0
264075,0
266140,0
266945,0
267106,1
267393,0
268359,0
270620,1
271873,0
272034,0
272839,1
273287,1
274904,1
275352,1
276318,0
278670,1
279636,0
280280,1
281246,0
282499,0
283311,0
284564,0
287882,1
288043,0
288848,0
289009,1
289296,0
290458,0
292523,0
293776,1
295841,0
296002,0
296807,0
297255,0
299320,0
300664,0
302078,0
303982,0
304143,0
304948,0
305109,0
305396,0
307461,0
308427,1
310037,1
311941,0
312102,0
312907,1
313355,0
316673,1
317639,0
318087,0
319704,0
319991,0
321314,1
322567,0
324632,0
325080,1
325885,0
326046,0
327299,0
327950,1
328111,1
328916,0
329364,0
330526,0
331779,1
333844,0
334005,1
334292,0
335258,0
337323,0
338576,0
340186,0
341803,0
342251,0
343217,1
346535,1
347788,0
348600,1
349853,0
350210,0
351463,0
352429,0
354781,1
355747,0
356195,0
357812,1
358260,0
359226,1
360675,0
362089,0
362740,0
363706,1
363993,0
364154,0
364959,0
367472,0
368438,1
370048,1
371952,0
372113,0
372918,0
373366,0
375431,1
376684,0
378098,0
379715,0
381325,0
382578,1
384643,0
385091,0
385609,0
385896,1
386057,1
387961,1
388122,0
388927,1
389375,1
390537,1
